school_type, lga_id, address_postcode,school_name, postal_address_line_1, school_status, postal_address_line_2, postal_town, address_state, postal_postcode, lga_name, address_line_1, ogc_fid, address_line_2, school_no, postal_state, address_town, education_sector, full_phone_no, entity_type,y,x
Primary,83,3816,Longwarry Primary School,5 McCrae Street,O,null,LONGWARRY,VIC,3816,Baw Baw (S),5 McCrae Street,422,null,2505,VIC,Longwarry,Government,03 5629 9376,1,-38.1141,145.769135
Primary,145,3783,Gembrook Primary School,50 Main Street,O,null,Gembrook,VIC,3783,Cardinia (S),50 Main Street,423,null,2506,VIC,Gembrook,Government,03 5968 1313,1,-37.95159773,145.5452418
Primary,745,3139,Hoddles Creek Primary School,700 Gembrook Road,O,null,HODDLES CREEK,VIC,3139,Yarra Ranges (S),700 Gembrook Road,426,null,2541,VIC,Hoddles Creek,Government,03 5967 4282,1,-37.83173912,145.5977536
Primary,145,3808,Beaconsfield Upper Primary School,P O Box 403,O,null,BEACONSFIELD UPPER,VIC,3808,Cardinia (S),40 Stoney Creek Road,427,null,2560,VIC,Upper Beaconsfield,Government,03 5944 3591,1,-37.99569446,145.4151448
Primary,635,3145,Malvern Primary School,17 Tooronga Road,O,null,MALVERN EAST,VIC,3145,Stonnington (C),17 Tooronga Road,430,null,2586,VIC,Malvern East,Government,03 9571 6281,1,-37.871592,145.038458
Primary,745,3139,Launching Place Primary School,Carter Street,O,null,Launching Place,VIC,3139,Yarra Ranges (S),Carter Street,431,null,2599,VIC,Launching Place,Government,03 5964 7783,1,-37.78250174,145.5707669
Primary,460,3053,Carlton Gardens Primary School,215 Rathdowne St,O,null,CARLTON,VIC,3053,Melbourne (C),215 Rathdowne Street,432,null,2605,VIC,Carlton,Government,03 9663 6502,1,-37.802047,144.969512
Primary,506,3032,Ascot Vale Primary School,Bank Street,O,null,ASCOT VALE,VIC,3032,Moonee Valley (C),Bank Street,433,null,2608,VIC,Ascot Vale,Government,03 9370 6507,1,-37.774322,144.926119
Primary,534,3939,Rosebud Primary School,P O Box 504,O,null,ROSEBUD,VIC,3939,Mornington Peninsula (S),Point Nepean Road,435,null,2627,VIC,Rosebud,Government,03 5986 8274,1,-38.355136,144.908971
Primary,145,3981,Koo Wee Rup Primary School,P O Box 3,O,null,KOO WEE RUP,VIC,3981,Cardinia (S),Moody Street,436,null,2629,VIC,Koo Wee Rup,Government,03 5997 1272,1,-38.19490111,145.4926716
Primary,635,3143,Armadale Primary School,9-23 Densham Road,O,null,ARMADALE,VIC,3143,Stonnington (C),9-23 Densham Road,437,null,2634,VIC,Armadale,Government,03 9822 7003,1,-37.852186,145.017773
Primary,534,3934,Osborne Primary School,120 Craigie Rd,O,null,MOUNT MARTHA,VIC,3934,Mornington Peninsula (S),120 Craigie Rd,438,null,2655,VIC,Mount Martha,Government,03 5975 1792,1,-38.256989,145.039951
Primary,534,3912,Somerville Primary School,P O Box 881,O,null,SOMERVILLE,VIC,3912,Mornington Peninsula (S),37 Eramosa Road East,439,null,2656,VIC,Somerville,Government,03 5977 5421,1,-38.224016,145.179139
Primary,189,3078,Fairfield Primary School,P O Box 123,O,null,FAIRFIELD,VIC,3078,Darebin (C),Langridge Street,447,null,2711,VIC,Fairfield,Government,03 9489 2966,1,-37.777993,145.020401
Primary,145,3814,Garfield Primary School,84 Railway Ave,O,null,GARFIELD,VIC,3814,Cardinia (S),84 Railway Avenue,449,null,2724,VIC,Garfield,Government,03 5629 2274,1,-38.0902567,145.6740808
Primary,145,3809,Officer Primary School,13-23 Tivendale Rd,O,null,OFFICER,VIC,3809,Cardinia (S),13-23 Tivendale Rd,451,null,2742,VIC,Officer,Government,03 5943 2315,1,-38.05832124,145.4101917
Primary,525,3057,Brunswick South Primary School,56 Brunswick Road,O,null,BRUNSWICK EAST,VIC,3057,Moreland (C),56 Brunswick Road,452,null,2743,VIC,Brunswick East,Government,03 9380 1231,1,-37.778667,144.972408
Primary,698,3127,Surrey Hills Primary School,2 Beatrice Avenue,O,null,SURREY HILLS,VIC,3127,Whitehorse (C),2 Beatrice Avenue,455,null,2778,VIC,Surrey Hills,Government,03 9890 1560,1,-37.825534,145.100903
Special,590,3205,Montague Continuing Education Centre,100 Montague Street,O,null,SOUTH MELBOURNE,VIC,3205,Port Phillip (C),100 Montague Street,456,null,2784,VIC,South Melbourne,Government,03 9690 3535,1,-37.830602,144.949738
Primary,590,3206,Middle Park Primary School,194 Richardson Street,O,null,MIDDLE PARK,VIC,3206,Port Phillip (C),194 Richardson Street,460,null,2815,VIC,Middle Park,Government,03 9690 1336,1,-37.847803,144.957512
Primary,745,3139,Seville Primary School,639 WARBURTON HWY,O,null,SEVILLE,VIC,3139,Yarra Ranges (S),639 Warburton Highway,461,null,2820,VIC,Seville,Government,03 5964 4557,1,-37.77389139,145.4644066
Primary,433,3013,Yarraville West Primary School,P O Box 138,O,null,YARRAVILLE,VIC,3013,Maribyrnong (C),30 Powell Street,462,null,2832,VIC,Yarraville,Government,03 9314 3816,1,-37.814751,144.885386
Primary,525,3058,Moreland Primary School,P O Box 10,O,null,MORELAND,VIC,3058,Moreland (C),157-163 Moreland Road,463,null,2837,VIC,Coburg,Government,03 9386 2510,1,-37.755046,144.966478
Primary,91,3186,Elsternwick Primary School,Murphy Street,O,null,BRIGHTON,VIC,3186,Bayside (C),Murphy Street,466,null,2870,VIC,Brighton,Government,03 8534 6100,1,-37.891416,144.997293
Primary,231,3163,Carnegie Primary School,51 Truganini Road,O,null,CARNEGIE,VIC,3163,Glen Eira (C),51 Truganini Road,468,null,2897,VIC,Carnegie,Government,03 9571 2662,1,-37.890848,145.054855
Primary,145,3984,Lang Lang Primary School,52 Westernport Road,O,null,LANG LANG,VIC,3984,Cardinia (S),52 Westernport Road,469,null,2899,VIC,Lang Lang,Government,03 5997 5322,1,-38.263013,145.569879
Primary,441,3136,Croydon Primary School,P O Box 269,O,null,CROYDON,VIC,3136,Maroondah (C),Cnr Kent Avenue & Croydon Road,470,null,2900,VIC,Croydon,Government,03 9723 2472,1,-37.793171,145.281321
Primary,506,3039,Moonee Ponds West Primary School,150 Athol Street,O,null,MOONEE PONDS,VIC,3039,Moonee Valley (C),150 Athol Street,471,null,2901,VIC,Moonee Ponds,Government,03 9370 6875,1,-37.768284,144.909568
Primary,698,3132,Mitcham Primary School,294 Mitcham Road,O,null,MITCHAM,VIC,3132,Whitehorse (C),294 Mitcham Road,472,null,2904,VIC,Mitcham,Government,03 9873 1551,1,-37.808462,145.192524
Primary,617,3945,Loch Primary School,2 Victoria Road,O,null,LOCH,VIC,3945,South Gippsland (S),2 Victoria Road,473,null,2912,VIC,Loch,Government,03 5659 4254,1,-38.368623,145.70295
Primary,698,3130,Blackburn Primary School,185 SURREY ROAD,O,null,BLACKBURN,VIC,3130,Whitehorse (C),185 Surrey Road,475,null,2923,VIC,Blackburn,Government,03 9878 1483,1,-37.817543,145.157671
Primary,590,3207,Port Melbourne Primary School,415 Graham Street,O,null,PORT MELBOURNE,VIC,3207,Port Phillip (C),415 Graham Street,477,null,2932,VIC,Port Melbourne,Government,03 9646 1001,1,-37.835322,144.933812
Primary,111,3123,Auburn Primary School,51 Rathmines Road,O,null,HAWTHORN EAST,VIC,3123,Boroondara (C),51 Rathmines Road,478,null,2948,VIC,Hawthorn East,Government,03 9882 7035,1,-37.820256,145.050554
Primary,343,3194,Mentone Primary School,6 Childers Street,O,null,MENTONE,VIC,3194,Kingston (C),6 Childers Street,479,null,2950,VIC,Mentone,Government,03 9583 2995,1,-37.982948,145.067971
Primary,735,3054,Princes Hill Primary School,280 Pigdon Street,O,null,CARLTON NORTH,VIC,3054,Yarra (C),280 Pigdon Street,480,null,2955,VIC,Carlton North,Government,03 9389 5300,1,-37.78039994,144.9681013
Primary,745,3770,Gruyere Primary School,P O Box 250,O,null,COLDSTREAM,VIC,3770,Yarra Ranges (S),99 Killara Road,481,null,2956,VIC,Gruyere,Government,03 5964 9260,1,-37.73408606,145.4503894
Primary,571,3095,Research Primary School,1570 Main Road,O,null,RESEARCH,VIC,3095,Nillumbik (S),1570 Main Road,482,null,2959,VIC,Research,Government,03 9437 1917,1,-37.70291933,145.1835697
Primary,161,3912,Pearcedale Primary School,P.O. Box 1474,O,null,PEARCEDALE,VIC,3912,Casey (C),Baxter-tooradin Road,483,null,2961,VIC,Pearcedale,Government,03 5978 6250,1,-38.203012,145.231975
Primary,118,3021,St Albans Primary School,P O Box 126,O,null,ST ALBANS,VIC,3021,Brimbank (C),39 West Esplanade,486,null,2969,VIC,St Albans,Government,03 9366 2832,1,-37.738748,144.795769
Primary,635,3142,Toorak Primary School,Canterbury Road,O,null,TOORAK,VIC,3142,Stonnington (C),Canterbury Road,489,null,3016,VIC,Toorak,Government,0427 881 375,1,-37.845076,145.009909
Primary,534,3911,Baxter Primary School,Grant Road,O,null,BAXTER,VIC,3911,Mornington Peninsula (S),Grant Road,490,null,3023,VIC,Baxter,Government,03 5971 1391,1,-38.199333,145.181425
Primary,145,3807,Beaconsfield Primary School,P O Box 251,O,null,BEACONSFIELD,VIC,3807,Cardinia (S),71-77 Old Princes Highway,492,null,3033,VIC,Beaconsfield,Government,03 9707 1510,1,-38.04862904,145.3716379
Primary,231,3204,Ormond Primary School,P O Box 465,O,null,BENTLEIGH,VIC,3204,Glen Eira (C),Cnr Murray & Wheatley Roads,497,null,3074,VIC,Ormond,Government,03 9578 1327,1,-37.907001,145.033669
Primary,534,3919,Crib Point Primary School,70 Milne Street,O,null,CRIB POINT,VIC,3919,Mornington Peninsula (S),70 Milne Street,499,null,3080,VIC,Crib Point,Government,03 5983 9282,1,-38.360484,145.200539
Primary,525,3044,Pascoe Vale Primary School,362 Gaffney Street,O,null,PASCOE VALE,VIC,3044,Moreland (C),362 Gaffney Street,500,null,3081,VIC,Pascoe Vale,Government,03 9354 1611,1,-37.731221,144.93763
Primary,275,3226,Ocean Grove Primary School,1 - 23 Draper Street,O,null,OCEAN GROVE,VIC,3226,Greater Geelong (C),1 - 23 Draper Street,502,null,3100,VIC,Ocean Grove,Government,03 5255 1340,1,-38.263993,144.521852
Primary,735,3068,Merri Creek Primary School,Miller Street,O,null,FITZROY NORTH,VIC,3068,Yarra (C),Miller Street,504,null,3110,VIC,Fitzroy North,Government,03 9481 0177,1,-37.776966,144.987386
Primary,118,3020,Sunshine Primary School,Cnr Hampshire & Derby Roads,O,null,SUNSHINE,VIC,3020,Brimbank (C),Cnr Hampshire & Derby Roads,505,null,3113,VIC,Sunshine,Government,03 8311 5700,1,-37.790881,144.831101
Primary,534,3913,Tyabb Primary School,186 Mornington-Tyabb Road,O,null,TYABB,VIC,3913,Mornington Peninsula (S),186 Mornington-Tyabb Road,506,null,3129,VIC,Tyabb,Government,03 5977 4584,1,-38.260794,145.166617
Primary,189,3071,Wales Street Primary School,"Wales Street,",O,null,THORNBURY,VIC,3071,Darebin (C),Wales Street,507,null,3139,VIC,Thornbury,Government,03 9484 3949,1,-37.76151,145.008833
Primary,735,3068,Spensley Street Primary School,193 Spensley Street,O,null,CLIFTON HILL,VIC,3068,Yarra (C),193 Spensley Street,509,null,3146,VIC,Clifton Hill,Government,03 9481 4666,1,-37.786794,145.003879
Primary,111,3102,Kew East Primary School,35 Kitchener Street,O,null,Kew East,VIC,3102,Boroondara (C),35 Kitchener Street,510,null,3161,VIC,Kew East,Government,03 9859 2903,1,-37.796473,145.049151
Primary,525,3057,Brunswick East Primary School,195a Stewart Street,O,null,BRUNSWICK EAST,VIC,3057,Moreland (C),195a Stewart Street,513,null,3179,VIC,Brunswick East,Government,03 9387 3361,1,-37.765104,144.979403
Primary,745,3797,Yarra Junction Primary School,P O Box 109,O,null,Yarra Junction,VIC,3797,Yarra Ranges (S),2370 Warburton Highway,515,null,3216,VIC,Yarra Junction,Government,03 5967 1544,1,-37.779029,145.6060798
Primary,745,3787,Sassafras Primary School,399 Mt Dandenong Tourist Road,O,null,Sassafras,VIC,3787,Yarra Ranges (S),399 Mt Dandenong Tourist Road,516,null,3222,VIC,Sassafras,Government,03 9755 1203,1,-37.86083457,145.3552887
Primary,745,3786,Ferny Creek Primary School,School Road,O,null,Ferny Creek,VIC,3786,Yarra Ranges (S),School Road,517,null,3228,VIC,Ferny Creek,Government,03 9755 1522,1,-37.8842124,145.3347256
Primary,562,3777,Toolangi Primary School,Main Road,O,null,TOOLANGI,VIC,3777,Murrindindi (S),Main Road,518,null,3237,VIC,Toolangi,Government,03 5962 9255,1,-37.535374,145.472501
Primary,421,3115,Wonga Park Primary School,Dudley Road,O,null,WONGA PARK,VIC,3115,Manningham (C),Dudley Road,519,null,3241,VIC,Wonga Park,Government,03 9722 1325,1,-37.730641,145.273999
Primary,562,3757,Kinglake West Primary School,1041-1061Whittlesea-KinglakeRd,O,null,KINGLAKE WEST,VIC,3757,Murrindindi (S),1041-1061 Whittlesea-Kinglake Rd,520,null,3255,VIC,Kinglake West,Government,03 5786 5262,1,-37.481303,145.259597
Primary,939,3921,Perseverance Primary School,C/- Crib Point Primary School,O,null,CRIB POINT,VIC,3919,Unincorporated Vic,Centreway,521,Tankerton,3261,VIC,French Island,Government,03 5980 1292,1,-38.38337735,145.3334052
Primary,745,3793,Monbulk Primary School,P O Box 231,O,null,MONBULK,VIC,3793,Yarra Ranges (S),1 Main Road,522,null,3265,VIC,Monbulk,Government,03 9756 6481,1,-37.87685153,145.4102612
Primary,745,3777,Chum Creek Primary School,705 Chum Creek Road,O,null,CHUM CREEK,VIC,3777,Yarra Ranges (S),705 Chum Creek Road,524,null,3279,VIC,Chum Creek,Government,03 5962 5391,1,-37.60595782,145.4892499
Primary,745,3767,Mount Dandenong Primary School,P O Box 179,O,null,KALORAMA,VIC,3766,Yarra Ranges (S),Farndons Road,525,null,3284,VIC,Mount Dandenong,Government,03 9751 1136,1,-37.83074276,145.362166
Primary,745,3777,Badger Creek Primary School,P O Box 477,O,null,HEALESVILLE,VIC,3777,Yarra Ranges (S),Badger Creek Rd,527,null,3309,VIC,Healesville,Government,03 5962 4019,1,-37.68005402,145.5327681
Primary,562,3757,Middle Kinglake Primary School,RSD 1 Extons Road,O,null,KINGLAKE CENTRAL,VIC,3757,Murrindindi (S),1 Extons Road,528,null,3315,VIC,Kinglake Central,Government,03 5786 1295,1,-37.505206,145.315679
Primary,608,3225,Point Lonsdale Primary School,P O Box 87,O,null,POINT LONSDALE,VIC,3225,Queenscliffe (B),22 Bowen Road,529,null,3322,VIC,Point Lonsdale,Government,03 5258 1501,1,-38.274154,144.621455
Primary,343,3169,Clarinda Primary School,1166 Centre Road,O,null,CLARINDA,VIC,3169,Kingston (C),1166 Centre Road,531,null,3336,VIC,Clarinda,Government,03 9544 3231,1,-37.926973,145.102506
Primary,343,3196,Chelsea Heights Primary School,194 Thames Promenade,O,null,CHELSEA HEIGHTS,VIC,3196,Kingston (C),194 Thames Promenade,532,null,3341,VIC,Chelsea Heights,Government,03 9772 4139,1,-38.044683,145.138991
Primary,275,3222,Wallington Primary School,610 Wallington Road,O,null,WALLINGTON,VIC,3222,Greater Geelong (C),608 - 610 Wallington Road,533,null,3345,VIC,Wallington,Government,03 5250 1841,1,-38.2178,144.506509
Primary,745,3160,Tecoma Primary School,1536 Burwood Highway,O,null,TECOMA,VIC,3160,Yarra Ranges (S),1536 Burwood Highway,534,null,3356,VIC,Tecoma,Government,03 9754 2354,1,-37.90695837,145.3449218
Primary,145,3782,Emerald Primary School,10 Heroes Avenue,O,null,Emerald,VIC,3782,Cardinia (S),10 Heroes Avenue,538,null,3381,VIC,Emerald,Government,03 5968 4311,1,-37.93338297,145.4424276
Primary,343,3197,Carrum Primary School,PO Box 156,O,null,SEAFORD,VIC,3198,Kingston (C),Walkers Road,539,null,3385,VIC,Carrum,Government,03 9772 1117,1,-38.078092,145.126499
Primary,617,3987,Nyora Primary School,Grundy Avenue,O,null,NYORA,VIC,3987,South Gippsland (S),Grundy Avenue,540,null,3401,VIC,Nyora,Government,03 5659 6240,1,-38.336244,145.674891
Primary,465,3338,Exford Primary School,R.S.D. Exford Road,O,null,EXFORD,VIC,3338,Melton (C),1137 Exford Road,541,null,3423,VIC,Exford,Government,03 9743 5025,1,-37.745287,144.558791
Primary,497,3149,Mount Waverley Primary School,37 - 45 Park Lane,O,null,MOUNT WAVERLEY,VIC,3149,Monash (C),37-45 Park Lane,543,null,3432,VIC,Mount Waverley,Government,03 9807 1480,1,-37.880907,145.124091
Primary,231,3163,Murrumbeena Primary School,Hobart Road,O,null,MURRUMBEENA,VIC,3163,Glen Eira (C),Hobart Road,545,null,3449,VIC,Murrumbeena,Government,03 9568 1300,1,-37.88617,145.070409
Primary,745,3799,Wesburn Primary School,P O Box 492,O,null,YARRA JUNCTION,VIC,3797,Yarra Ranges (S),2850 Warburton Highway,546,null,3466,VIC,Wesburn,Government,03 5967 1302,1,-37.76869153,145.6470677
Primary,441,3134,Warranwood Primary School,1 Wellington Park Drive,O,null,Warranwood,VIC,3134,Maroondah (C),1 Wellington Park Drive,548,null,3476,VIC,Warranwood,Government,03 9876 6066,1,-37.774347,145.246981
Primary,745,3788,Olinda Primary School,45 Charlemont Lane,O,null,Olinda,VIC,3788,Yarra Ranges (S),45 Charlemont Lane,550,null,3494,VIC,Olinda,Government,03 9751 1181,1,-37.85469614,145.3661919
Primary,217,3910,Langwarrin Primary School,90 Warrandyte Road,O,null,LANGWARRIN,VIC,3910,Frankston (C),90 Warrandyte Road,554,null,3531,VIC,Langwarrin,Government,03 9789 7346,1,-38.160372,145.189632
Primary,145,3781,Cockatoo Primary School,19 - 33 Belgrave Gembrook Road,O,null,Cockatoo,VIC,3781,Cardinia (S),19-33 Belgrave-Gembrook Road,555,null,3535,VIC,Cockatoo,Government,03 5968 8017,1,-37.93929904,145.4962066
Primary,534,3913,Tyabb Railway Station Primary School,88 The Crescent,O,null,TYABB,VIC,3913,Mornington Peninsula (S),88 The Crescent,556,null,3544,VIC,Tyabb,Government,03 5977 4324,1,-38.262148,145.192835
Primary,745,3160,Belgrave South Primary School,175 Colby Drive,O,null,BELGRAVE SOUTH,VIC,3160,Yarra Ranges (S),175 Colby Drive,557,null,3551,VIC,Belgrave South,Government,03 9754 2505,1,-37.93119813,145.3579203
Special,707,3074,Baltara School,"27 Waratah Street,",O,null,THOMASTOWN.,VIC,3074,Whittlesea (C),27 Waratah Street,558,null,3552,VIC,Thomastown,Government,03 9465 2405,1,-37.67973726,145.0242041
Primary,118,3037,Sydenham - Hillside Primary School,Community Hub,O,null,SYDENHAM,VIC,3037,Brimbank (C),Community Hub,559,null,3559,VIC,Sydenham,Government,03 9361 5300,1,-37.70218173,144.7620961
Primary,111,3126,Canterbury Primary School,Molesworth Street,O,null,CANTERBURY,VIC,3126,Boroondara (C),Molesworth Street,560,null,3572,VIC,Canterbury,Government,03 9836 4537,1,-37.83105953,145.083713
Primary,525,3055,Brunswick North Primary School,Pearson Street,O,null,BRUNSWICK WEST,VIC,3055,Moreland (C),Pearson Street,563,null,3585,VIC,Brunswick West,Government,03 9383 1400,1,-37.759858,144.950631
Primary,525,3060,Fawkner Primary School,P O Box 123,O,null,FAWKNER,VIC,3060,Moreland (C),Lorne Street,564,null,3590,VIC,Fawkner,Government,03 9357 3579,1,-37.715887,144.973528
Primary,735,3078,Alphington Primary School,Yarralea Street,O,null,ALPHINGTON,VIC,3078,Yarra (C),Yarralea Street,565,null,3599,VIC,Alphington,Government,03 9499 2200,1,-37.783523,145.032006
Special,66,3084,Austin Hospital School,145 Studley Road,O,null,HEIDELBERG,VIC,3084,Banyule (C),145 Studley Road,566,null,3605,VIC,Heidelberg,Government,03 9496 5324,1,-37.755435,145.058287
Primary,217,3201,Banyan Fields Primary School,P O Box 8844,O,null,CARRUM DOWNS,VIC,3201,Frankston (C),90 Cadles Road,568,null,3613,VIC,Carrum Downs,Government,03 9782 1333,1,-38.094766,145.187192
Primary,707,3083,Norris Bank Primary School,146 Settlement Road,O,null,BUNDOORA,VIC,3083,Whittlesea (C),146 Settlement Road,569,null,3618,VIC,Bundoora,Government,03 9467 2206,1,-37.6945118,145.0426341
Primary,745,3782,Macclesfield Primary School,405 Macclesfield Road,O,null,Macclesfield,VIC,3782,Yarra Ranges (S),405 Macclesfield Road,570,null,3620,VIC,Macclesfield,Government,03 5968 4734,1,-37.88979216,145.4753695
Primary,91,3193,Black Rock Primary School,P O Box 168,O,null,BLACK ROCK,VIC,3193,Bayside (C),71 Arkaringa Crescent,571,null,3631,VIC,Black Rock,Government,03 9598 2293,1,-37.969869,145.021651
Primary,745,3796,Mount Evelyn Primary School,P O Box 249,O,null,MOUNT EVELYN,VIC,3796,Yarra Ranges (S),33 Monbulk Road,572,null,3642,VIC,Mount Evelyn,Government,03 9736 2233,1,-37.79092979,145.3888224
Primary,745,3137,Kilsyth Primary School,Durham Road,O,null,KILSYTH,VIC,3137,Yarra Ranges (S),Durham Road,573,null,3645,VIC,Kilsyth,Government,03 9725 4320,1,-37.80210649,145.3149427
Primary,311,3015,Spotswood Primary School,P O Box 2135,O,null,Spotswood,VIC,3015,Hobsons Bay (C),Melbourne Road,575,null,3659,VIC,Spotswood,Government,03 9391 1323,1,-37.830627,144.881921
Primary,161,3978,Clyde Primary School,13 Oroya Grove,O,null,CLYDE,VIC,3978,Casey (C),13 Oroya Grove,576,null,3664,VIC,Clyde,Government,03 5998 5293,1,-38.132323,145.326386
Primary,267,3174,Noble Park Primary School,P O Box 412,O,null,NOBLE PARK,VIC,3174,Greater Dandenong (C),65 Buckley Street,577,null,3675,VIC,Noble Park,Government,03 9546 8811,1,-37.970627,145.173906
